Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2016,"Tommy Edman","STL","A-",21,310,0.154838709,0.093548387,1.655172413,0.286274509,0.4,0.42745098,0.82745098,0.141176471,8.623087803394585,0.305309734,2.3889270026702434,50.444757589946235,17.022464075932945,0.39586250993513294,149.02158508043297,"19470"
2016,"Alex De Goti","HOU","A-",21,259,0.096525096,0.208494208,0.462962962,0.228310502,0.320158102,0.328767123,0.648925225,0.100456621,6.927957288368275,0.289156626,-0.663894749712199,27.725898767190195,-0.1978883945176817,0.31674108981143817,92.47171302318374,"19477"
2016,"Taylor Jones","HOU","A-",22,294,0.108843537,0.207482993,0.524590163,0.251968503,0.353741496,0.413385826,0.767127322,0.161417323,2.0954076345735846,0.302702702,-0.3897747921291739,42.54508333517376,10.84781142188373,0.37026257762292614,127.43501774229449,"19533"
2016,"Nate Mondou","OAK","A-",21,254,0.094488188,0.145669291,0.648648648,0.297777777,0.375494071,0.364444444,0.739938515,0.066666667,4.5594966855780354,0.356382978,-1.3060419741086662,34.87029244276165,7.485574531279795,0.35970852309064905,127.37186771005821,"19563"
2016,"Nathaniel Lowe","TBR","A-",20,285,0.105263157,0.136842105,0.769230769,0.299595141,0.38245614,0.437246963,0.819703103,0.137651822,3.202766061217448,0.338164251,-0.023907079128548503,45.280811406896206,14.553864144013017,0.3903983084779037,146.90382690819567,"19566"
2018,"Otto Lopez","TOR","A-",19,206,0.126213592,0.101941747,1.238095238,0.297142857,0.390243902,0.434285714,0.824529616,0.137142857,7.431797224714373,0.320261437,0.003191915573552251,33.347386158557875,8.397740862818704,0.376818761592958,134.77017770435094,"19608"
2016,"Daniel Johnson","WSN","A-",20,264,0.026515151,0.159090909,0.166666666,0.265306122,0.311787072,0.346938775,0.658725847,0.081632653,7.366102781751036,0.315270935,1.2758556166663766,28.292778752063676,-0.17007765987022302,0.3169113608367543,99.08173970536753,"19643"
2016,"Ronnie Dawson","HOU","A-",21,291,0.14089347,0.226804123,0.621212121,0.225409836,0.350515463,0.372950819,0.723466282,0.147540983,5.656702242128997,0.280701754,-0.10077355429530144,38.56331986264664,7.189489499492224,0.35293741020663033,116.11722497429263,"19710"
2016,"Darick Hall","PHI","A-",20,226,0.057522123,0.252212389,0.228070175,0.282051282,0.371681415,0.517948717,0.889630132,0.235897435,2.080375362499925,0.351145038,-0.9082268907222897,40.21541429450754,15.849484184291395,0.4174910102950202,168.94263830648762,"19717"
2016,"Charles Leblanc","TEX","A-",20,263,0.117870722,0.205323193,0.574074074,0.285087719,0.380228136,0.385964912,0.766193048,0.100877193,4.981265786833077,0.369942196,-1.3863187273964286,39.42563287883641,6.693180821534415,0.36970911817696256,120.57137586262145,"19813"
2017,"Riley Adams","TOR","A-",21,227,0.079295154,0.220264317,0.36,0.305418719,0.374449339,0.438423645,0.812872984,0.133004926,3.190455823927815,0.390728476,-0.09589184960350394,37.538346472441624,9.097356039344739,0.3779705277098433,133.25167219336217,"19864"
2017,"Drew Ellis","ARI","A-",21,208,0.115384615,0.216346153,0.533333333,0.226519337,0.326923076,0.403314917,0.730237993,0.17679558,4.499088003079963,0.2578125,0.27578392811119556,28.548429123875064,2.4879621190990613,0.3418500463549907,115.24482343185967,"19873"
2017,"Tristan Gray","PIT","A-",21,235,0.080851063,0.136170212,0.59375,0.269230769,0.329004329,0.485576923,0.814581252,0.216346154,5.649186204657274,0.28488372,-1.705742505568196,35.86114120319173,10.252942262437797,0.37618211002060864,135.97957289926276,"19877"
2017,"Pavin Smith","ARI","A-",21,223,0.121076233,0.107623318,1.125,0.317948717,0.4009009,0.415384615,0.816285515,0.097435898,4.772077736154348,0.362573099,0.11935966089367867,38.02833932195597,10.088511715874002,0.38460426744040066,141.82886541282602,"19892"
2017,"Daulton Varsho","ARI","A-",20,212,0.080188679,0.141509433,0.566666666,0.310880829,0.367924528,0.533678756,0.901603284,0.222797927,7.227078538589295,0.337579617,0.6382709462195635,39.8681607537994,13.306530922008479,0.4071214387439332,155.8297619799721,"19918"
2016,"Blake Perkins","WSN","A-",19,241,0.103734439,0.161825726,0.641025641,0.233333333,0.317991631,0.28095238,0.598944011,0.047619047,6.059935013215003,0.279069767,0.6732214067596942,22.46005286608785,-3.5230849948063536,0.29705203277795383,86.10848789887363,"19921"
2016,"Ryan McKenna","BAL","A-",19,252,0.087301587,0.234126984,0.372881355,0.24090909,0.32,0.309090909,0.629090909,0.068181819,6.417446968271851,0.319018404,0.9308368721976876,25.464547278666913,-1.704542932724537,0.3082143268585205,98.19017463166794,"19928"
2016,"Luke Williams","PHI","A-",19,209,0.095693779,0.248803827,0.384615384,0.220430107,0.296650717,0.301075268,0.597725985,0.080645161,4.262336623613701,0.291044776,1.3023099459242076,18.827514999888308,-3.7055796595593624,0.2926302945784975,87.37645938374823,"19931"
2017,"Jared Oliva","PIT","A-",21,254,0.066929133,0.224409448,0.298245614,0.265765765,0.326530612,0.373873873,0.700404485,0.108108108,8.072721082315532,0.353293413,1.4479572167183505,30.071333860718447,2.3926847928397206,0.3281003467340038,104.56936280453274,"19968"
