Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2017,"Aaron Whitefield","MIN","A",20,460,0.067391304,0.256521739,0.262711864,0.26150121,0.318082788,0.414043583,0.732126371,0.152542373,8.306399240624119,0.33219178,2.8942961487045977,56.590495551897405,2.4283075285686277,0.3295257527495055,103.2997667364803,"19938"
2017,"Cristian Pache","ATL","A",18,514,0.075875486,0.20233463,0.375,0.281449893,0.335294117,0.343283582,0.678577699,0.061833689,7.12000158895218,0.359673024,0.5926344904582947,57.99677782930125,-0.905850488174071,0.3141485218449051,94.28753330248827,"19948"
2017,"Andres Gimenez","NYM","A",18,399,0.070175438,0.152882205,0.459016393,0.265129682,0.346055979,0.34870317,0.694759149,0.083573488,6.2543962872815255,0.309859154,-0.5670231075491756,48.727932400913254,3.003907695324434,0.3264235400668234,111.87839636186456,"19950"
2017,"Khalil Lee","KCR","A",19,532,0.122180451,0.321428571,0.380116959,0.237250554,0.344045368,0.43015521,0.774200578,0.192904656,6.584531017646956,0.338345864,-3.385527236154303,76.42779979275261,15.462433518634198,0.35487666461328027,123.6030309515872,"19952"
2017,"Josh Lowe","TBR","A",19,507,0.082840236,0.284023668,0.291666666,0.267543859,0.326043737,0.385964912,0.712008649,0.118421053,5.6030474986173875,0.368932038,1.102186730131507,60.7711134147092,1.0749627020403,0.32544733942384513,103.07174034067894,"19953"
2017,"Gavin Lux","LAD","A",19,501,0.111776447,0.175648702,0.636363636,0.244239631,0.331325301,0.361751152,0.693076453,0.117511521,7.661625865555041,0.287790697,1.280794154270552,58.33705877290274,-0.6526286177227288,0.3210277896090205,103.36145612315246,"19955"
2017,"Mickey Moniak","PHI","A",19,509,0.055009823,0.216110019,0.254545454,0.236051502,0.284023668,0.341201716,0.625225384,0.105150214,5.938495334024118,0.293296089,-0.7545660468749702,46.46578531087326,-11.863860240867865,0.285682602479995,87.63276204537736,"19956"
2017,"Taylor Trammell","CIN","A",19,571,0.124343257,0.215411558,0.577235772,0.281059063,0.368421052,0.450101832,0.818522884,0.169042769,7.729571329872617,0.345303867,3.257106047909474,88.11647755426708,20.884718073135055,0.3699352972746314,131.16980717523586,"19960"
2017,"Ryan Aguilar","MIL","A",22,409,0.1198044,0.234718826,0.510416666,0.205714285,0.305210918,0.268571428,0.573782346,0.062857143,5.795545676939541,0.275590551,0.5657268029026454,33.56001058541915,-14.597239200540567,0.2766276663053716,69.54494210241407,"19967"
2017,"Conner Capel","CLE","A",20,492,0.087398373,0.219512195,0.398148148,0.246013667,0.31632653,0.478359908,0.794686438,0.232346241,6.971592467517311,0.274760383,-1.1151248906971887,69.98056102424147,12.05056861668113,0.3543344838278634,120.67555730435616,"19983"
